,state_name,Year,AgeGroup,MonthNo_date,avg_aqi,A_H1,A_UnabletoSubtype,A_H3,A_H1_N1,A_SubtypingNotPerformed,B_VictoriaLineage,B_YamagataLineage,B_LineageUnspecified,H_3N_2v
0,California,1998,(25-64)yr,1998-12,92.58333333,0.5,0.0,5.5,0.0,1.0,0.0,0.0,6.0,0.0
1,California,1999,(25-64)yr,1999-1,80.40267974745161,0.0,0.0,47.5,0.0,9.25,0.0,0.0,20.5,0.0
2,California,1999,(25-64)yr,1999-10,62.54595866618817,0.0,0.0,8.25,0.0,1.75,0.0,0.0,0.25,0.0
3,California,1999,(25-64)yr,1999-11,66.07238181362536,0.0,0.0,42.2,0.0,9.8,0.0,0.0,0.0,0.0
4,California,1999,(25-64)yr,1999-12,66.11090673008708,0.0,0.0,97.75,0.0,50.5,0.0,0.0,0.0,0.0
5,California,1999,(25-64)yr,1999-2,59.739199648008025,0.0,0.0,73.0,0.0,27.0,0.0,0.0,36.0,0.0
6,California,1999,(25-64)yr,1999-3,45.88112002473249,0.0,0.0,25.8,0.0,9.6,0.0,0.0,16.4,0.0
7,California,1999,(25-64)yr,1999-4,39.9472265518959,0.0,0.0,4.0,0.0,0.75,0.0,0.0,1.25,0.0
8,California,1999,(25-64)yr,1999-5,46.66085295972009,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0
9,California,1999,(25-64)yr,1999-6,44.66732168786816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,California,1999,(25-64)yr,1999-7,45.52424217285882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,California,1999,(25-64)yr,1999-8,42.277118173245604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,California,1999,(25-64)yr,1999-9,61.58155018537455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,California,2000,(25-64)yr,2000-1,64.43265133239365,0.4,0.0,101.4,0.0,37.2,0.0,0.0,0.2,0.0
14,California,2000,(25-64)yr,2000-10,49.47035186128387,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
15,California,2000,(25-64)yr,2000-11,60.7161438533089,2.0,0.0,0.25,0.0,0.0,0.0,0.0,1.25,0.0
16,California,2000,(25-64)yr,2000-12,74.32591954340234,24.25,0.0,0.25,0.0,2.25,0.0,0.0,4.75,0.0
17,California,2000,(25-64)yr,2000-2,39.105703164696195,2.5,0.0,20.5,0.0,3.5,0.0,0.0,1.25,0.0
18,California,2000,(25-64)yr,2000-3,44.572361623404554,1.5,0.0,3.0,0.0,0.75,0.0,0.0,0.0,0.0
19,California,2000,(25-64)yr,2000-4,40.01475598299383,0.5,0.0,0.25,0.0,1.5,0.0,0.0,0.5,0.0
20,California,2000,(25-64)yr,2000-5,41.37426066133254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,California,2000,(25-64)yr,2000-6,40.98320744190965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,California,2000,(25-64)yr,2000-7,41.72329421147562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,California,2000,(25-64)yr,2000-8,45.32555592148828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,California,2000,(25-64)yr,2000-9,39.258939173209946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,California,2001,(25-64)yr,2001-1,70.42443089888766,51.4,0.0,1.4,0.0,9.8,0.0,0.0,38.4,0.0
26,California,2001,(25-64)yr,2001-10,58.75934008449974,0.2,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
